"Ligand: 446157
2wmu_v,3,2.86,0.9533,0.603776,1,1,1,0,0,0,NONE,NONE,NONE,NONE,NONE,NONE,,,,"
"
1smd_v,3,2.856,0.9518,0.660138,0,2,1,0,0,0,Alpha-amylase 1,NONE,P04745,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1yb1_v,3,2.852,0.9508,0.431242,2,0,1,0,0,0,Estradiol 17-beta-dehydrogenase 11,OXIDOREDUCTASE,DHB11_HUMAN,"Can convert androstan-3-alpha,17-beta-diol (3-alpha- diol) to androsterone in vitro, suggesting that it may participate in androgen metabolism during steroidogenesis. May act by metabolizing compounds that stimulate steroid synthesis and/or by generating ",NONE,Prostate tumor,,,,"
"
2hck_v,3,2.84,0.9466,0.543526,1,0,2,0,0,0,Tyrosine-protein kinase HCK,TRANSFERASE,HCK_HUMAN,May serve as part of a signaling pathway coupling the Fc receptor to the activation of the respiratory burst. May also contribute to neutrophil migration and may regulate the degranulation process of neutrophils.,NONE,NONE,,,,"
"
2ang_v,3,2.839,0.9464,0.644108,0,2,0,0,1,0,Angiogenin,HYDROLASE,ANGI_HUMAN,"May function as a tRNA-specific ribonuclease that binds to actin on the surface of endothelial cells; once bound, angiogenin is endocytosed and translocated to the nucleus, thereby promoting the endothelial invasiveness necessary for blood vessel formatio","Defects in ANG are the cause of susceptibility to amyotrophic lateral sclerosis type 9 (ALS9) [MIM:611895]. ALS is a degenerative disorder of motor neurons in the cortex, brain stem and spinal cord. ALS is characterized by muscular weakness and atrophy.",NONE,,,,"
"
1j96_v,3,2.833,0.9442,0.119583,3,0,0,0,0,0,Aldo-keto reductase family 1 member C2,OXIDOREDUCTASE,AK1C2_HUMAN,Works in concert with the 5-alpha/5-beta-steroid reductases to convert steroid hormones into the 3-alpha/5-alpha and 3-alpha/5-beta-tetrahydrosteroids. Catalyzes the inactivation of the most potent androgen 5-alpha-dihydrotestosterone (5-alpha- DHT) to 5-,NONE,NONE,,,,"
"
1no9_v,3,2.814,0.938,0.250933,2,1,0,0,0,0,Prothrombin,HYDROLASE,THRB_HUMAN,"Thrombin, which cleaves bonds after Arg and Lys, converts fibrinogen to fibrin and activates factors V, VII, VIII, XIII, and, in complex with thrombomodulin, protein C. Functions in blood homeostasis, inflammation and wound healing.","Defects in F2 are the cause of various forms of dysprothrombinemia [MIM:176930].;Genetic variations in F2 may be a cause of susceptibility to ischemic stroke [MIM:601367]; also known as cerebrovascular accident or cerebral infarction. A stroke is an acute neurologic event leading to death of neural tissue of the brain and resulting in loss of motor, sensory and/or cognitive function. Ischemic strokes, resulting from vascular occlusion, is considered to be a highly complex disease consisting of a group of heterogeneous disorders with multiple genetic and environmental risk factors.",Deep vein thrombosis;Thrombocytopenia;Cerebrovascular disease;Wound healing;Ebola virus infection;Bone injury;Cerebrovascular ischemia;Restenosis;Thrombosis;Diabetic foot ulcer;Ischemic heart disease;Marburg virus infection;Myocardial disease;Embolism and thrombosis;Myocardial infarction;Cartilage disease;Thromboembolism;Coronary artery disease;Hemophilia;Blood clotting disorder;Bleeding;Atrial fibrillation;Skin burns;Disseminated intravascular coagulation;Connective tissue disease;Lung embolism;Cardiovascular disease;Sepsis;Angina;Infarction,,,,"
"
2cgw_v,3,2.799,0.9331,0.508386,1,1,1,0,0,0,Serine/threonine-protein kinase Chk1,TRANSFERASE,CHK1_HUMAN,Required for checkpoint mediated cell cycle arrest in response to DNA damage or the presence of unreplicated DNA. May also negatively regulate cell cycle progression during unperturbed cell cycles. Recognizes the substrate consensus sequence [R-X-X- S/T].,NONE,Cancer;Solid tumor,,,,"
"
1cb0_v,3,2.798,0.9327,0.36446,0,1,2,0,0,0,S-methyl-5-thioadenosine phosphorylase,NONE,Q13126,Nucleotide transport and metabolism,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1ya8_v,3,2.795,0.9316,0.367068,2,1,0,0,0,0,Liver carboxylesterase 1,HYDROLASE,EST1_HUMAN,"Involved in the detoxification of xenobiotics and in the activation of ester and amide prodrugs. Hydrolyzes aromatic and aliphatic esters, but has no catalytic activity toward amides or a fatty acyl CoA ester.",NONE,Arteriosclerosis;Cerebrovascular disease;Cancer;Melanoma;Multiple myeloma;Hypercholesterolemia;Atherosclerosis;Breast tumor;Hyperlipidemia;Solid tumor;Cardiovascular disease;Prostate tumor;Alzheimers disease;Dementia;Osteoporosis,,,,"
"
1pmv_v,3,2.784,0.928,-0.234031,2,1,0,0,0,0,Mitogen-activated protein kinase 10,TRANSFERASE,MK10_HUMAN,"Responds to activation by environmental stress and pro- inflammatory cytokines by phosphorylating a number of transcription factors, primarily components of AP-1 such as c-Jun and ATF2 and thus regulates AP-1 transcriptional activity. Required for stress-",A chromosomal rearrangement involving MAPK10 is a cause of epileptic encephalopathy Lennox-Gastaut type [MIM:606369]. Translocation t(Y;4)(q11.2;q21) which causes MAPK10 truncation. Epileptic encephalopathies of the Lennox-Gastaut group are childhood epileptic disorders characterized by severe psychomotor delay and seizures.,Central nervous system disease;Inflammation;Pulmonary fibrosis;Ischemia;Cerebrovascular ischemia;Neurodegenerative disease,,,,"
"
1p0i_v,3,2.768,0.9228,0.149534,1,2,0,0,0,0,Cholinesterase,HYDROLASE,CHLE_HUMAN,NONE,"Defects in BCHE are the cause of butyrylcholinesterase deficiency (BChE deficiency) [MIM:177400]. BChE deficiency is a metabolic disorder characterized by prolonged apnoea after the use of certain anesthetic drugs, including the muscle relaxants succinylcholine or mivacurium and other ester local anesthetics. The duration of the prolonged apnoea varies significantly depending on the extent of the enzyme deficiency. BChE deficiency is a multifactorial disorder. The hereditary condition is transmitted as an autosomal recessive trait.","Neurotoxicity, drug-induced;Toxicity;Alzheimers disease",,,,"
"
1q33_v,3,2.762,0.9205,0.186012,0,0,3,0,0,0,"ADP-ribose pyrophosphatase, mitochondrial",NONE,Q9BW91,Involved in hydrolase activity,NONE,NONE,,,,"
"
1bzm_v,3,2.748,0.9158,0.407814,0,1,2,0,0,0,Carbonic anhydrase 1,LYASE(OXO-ACID),CAH1_HUMAN,Reversible hydration of carbon dioxide.,NONE,NONE,,,,"
"
1dvz_v,3,2.742,0.9139,-0.0185996,2,1,0,0,0,0,Transthyretin,HORMONE/GROWTH FACTOR,TTHY_HUMAN,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain.,"Defects in TTR are the cause of amyloidosis type 1 (AMYL1) [MIM:176300]. AMYL1 is a hereditary generalized amyloidosis due to transthyretin amyloid deposition. Protein fibrils can form in different tissues leading to amyloid polyneuropathies, amyloidotic cardiomyopathy, carpal tunnel syndrome, systemic senile amyloidosis.;Defects in TTR are the cause of amyloidosis type 7 (AMYL7) [MIM:105210]; also known as leptomeningeal amyloidosis or meningocerebrovascular amyloidosis. AMYL7 is a form of hereditary transthyretin amyloidosis characterized by primary involvement of the central nervous system. Neuropathologic examination shows amyloid in the walls of leptomeningeal vessels, in pia arachnoid, and subpial deposits. Some patients also develop vitreous amyloid deposition that leads to visual impairment (oculoleptomeningeal amyloidosis). Clinical features include seizures, stroke-like episodes, dementia, psychomotor deterioration, variable amyloid deposition in the vitreous humor. Mild systemic amyloidosis may occurr.;Defects in TTR are a cause of hyperthyroxinemia [MIM:176300].",NONE,,,,"
"
1zgy_v,3,2.74,0.9134,0.339366,2,1,0,0,0,0,Peroxisome proliferator-activated receptor gamma,TRANSCRIPTION,PPARG_HUMAN,"Receptor that binds peroxisome proliferators such as hypolipidemic drugs and fatty acids. Once activated by a ligand, the receptor binds to a promoter element in the gene for acyl-CoA oxidase and activates its transcription. It therefore controls the pero","Defects in PPARG can lead to type 2 insulin-resistant diabetes and hyptertension.;Defects in PPARG may be associated with susceptibility to obesity [MIM:601665].;Defects in PPARG may be associated with colon cancer.;Defects in PPARG are the cause of familial partial lipodystrophy type 3 (FPLD3) [MIM:604367]. Familial partial lipodystrophies (FPLD) are a heterogeneous group of genetic disorders characterized by marked loss of subcutaneous (sc) fat from the extremities. Affected individuals show an increased preponderance of insulin resistance, diabetes mellitus and dyslipidemia.;Variation in PPARG is associated with carotid intimal medial thickness 1 (CIMT1) [MIM:609338]. CIMT is a measure of atherosclerosis that is independently associated with traditional atherosclerotic cardiovascular disease risk factors and coronary atherosclerotic burden. 35 to 45% of the variability in multivariable-adjusted CIMT is explained by genetic factors.",Asthma;Cerebrovascular ischemia;Conjunctivitis;Inflammation;Multiple sclerosis;Fibrosis;Unidentified indication;Psoriasis;Heart arrhythmia;Rheumatoid arthritis;Atherosclerosis;Corneal disease;Cardiovascular disease;Ulcerative colitis;Alzheimers disease;Infertility;Syndrome X;Lipid metabolism disorder;Non-insulin dependent diabetes;Metabolic disorder;Diabetic complication;Hyperlipidemia;Lacrimal gland disease;Myocardial infarction;Obesity;Coronary artery disease;Insulin dependent diabetes;Vascular disease;Cancer;Cognitive disorder;Hypertension;Diabetes mellitus;Osteoporosis;Dermatological disease,,,,"
"
1xf0_v,3,2.728,0.9095,0.287612,2,1,0,0,0,0,Aldo-keto reductase family 1 member C3,OXIDOREDUCTASE,AK1C3_HUMAN,"Catalyzes the conversion of aldehydes and ketones to alcohols. Catalyzes the reduction of prostaglandin (PG) D2, PGH2 and phenanthrenequinone (PQ) and the oxidation of 9-alpha,11-beta- PGF2 to PGD2. Functions as a bi-directional 3-alpha-, 17-beta- and 20-",NONE,NONE,,,,"
"
3gam_v,3,2.725,0.9084,0.429623,2,1,0,0,0,0,Ribosyldihydronicotinamide dehydrogenase [quinone],NONE,P16083,Involved in oxidoreductase activity,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease.",,,,"
"
2vwu_v,3,2.721,0.9071,0.250051,2,1,0,0,0,0,Ephrin type-B receptor 4,TRANSFERASE,EPHB4_HUMAN,Receptor for members of the ephrin-B family. Binds to ephrin-B2. May have a role in events mediating differentiation and development.,NONE,Ocular disease;Rheumatoid arthritis;Cancer,,,,"
"
1v3q_v,3,2.72,0.9067,0.187656,1,2,0,0,0,0,Purine nucleoside phosphorylase,TRANSFERASE,PNPH_HUMAN,NONE,Defects in NP are the cause of nucleoside phosphorylase deficiency (NP deficiency) [MIM:164050]. It leads to a severe T- cell immunodeficiency with neurologic disorder in children.,T-cell lymphoma;Autoimmune disease;HIV infection;Dermatitis;Chronic lymphocytic leukemia;Acquired Immune Deficiency Syndrome;Inflammation;Multiple sclerosis;Solid tumor;Psoriasis;Non-Hodgkin lymphoma;Viral infection;Cancer;Rheumatoid arthritis;Leukemia;B-cell acute lymphoblastic leukemia;Cutaneous T-cell lymphoma;Ocular disease;Transplant rejection;Immune disorder,,,,"
"
1vec_v,3,2.72,0.9066,0.209481,0,3,0,0,0,0,Probable ATP-dependent RNA helicase DDX6,RNA BINDING PROTEIN,DDX6_HUMAN,"In the process of mRNA degradation, may play a role in mRNA decapping.",A chromosomal aberration involving DDX6 may be a cause of hematopoietic tumors such as B-cell lymphomas. Translocation t(11;14)(q23;q32).,NONE,,,,"
"
2obj_v,3,2.71,0.9032,0.00397527,2,1,0,0,0,0,Proto-oncogene serine/threonine-protein kinase Pim-1,NONE,P11309,Involved in protein kinase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1w8m_v,3,2.709,0.9028,-0.00420751,1,2,0,0,0,0,Peptidyl-prolyl cis-trans isomerase A,NONE,P62937,"Posttranslational modification, protein turnover, chaperones",NONE,"For treatment of transplant rejection, rheumatoid arthritis, severe psoriasis",,,,"
"
1yw8_v,3,2.704,0.9015,0.246678,2,0,0,0,1,0,Methionine aminopeptidase 2,HYDROLASE,AMPM2_HUMAN,Removes the amino-terminal methionine from nascent proteins.,NONE,NONE,,,,"
"
1e1x_v,3,2.704,0.9013,0.23235,1,1,1,0,0,0,Cell division protein kinase 2,NONE,P24941,Involved in protein kinase activity,NONE,NONE,,,,"
"
1tg6_v,3,2.704,0.9013,0.193435,2,0,1,0,0,0,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial",HYDROLASE,CLPP_HUMAN,Clp cleaves peptides in various proteins in a process that requires ATP hydrolysis. Clp may be responsible for a fairly general and central housekeeping function rather than for the degradation of specific substrates.,NONE,NONE,,,,"
"
1bm6_v,3,2.695,0.8984,-0.139302,2,1,0,0,0,0,Stromelysin-1,METALLOPROTEASE,MMP3_HUMAN,"Can degrade fibronectin, laminin, gelatins of type I, III, IV, and V; collagens III, IV, X, and IX, and cartilage proteoglycans. Activates procollagenase.",NONE,NONE,,,,"
"
1jd0_v,3,2.692,0.8974,0.232747,0,2,1,0,0,0,Carbonic anhydrase 12,LYASE,CAH12_HUMAN,Reversible hydration of carbon dioxide.,NONE,NONE,,,,"
"
1m17_v,4,3.583,0.8956,2.30554,2,2,0,0,0,0,Epidermal growth factor receptor,TRANSFERASE,EGFR_HUMAN,"Receptor for EGF, but also for other members of the EGF family, as TGF-alpha, amphiregulin, betacellulin, heparin-binding EGF-like growth factor, GP30 and vaccinia virus growth factor. Is involved in the control of cell growth and differentiation. Phospho;Isoform 2/truncated isoform may act as an antagonist.",Defects in EGFR are associated with lung cancer [MIM:211980].,Squamous cell carcinoma;Arteriosclerosis;Melanoma;Central nervous system tumor;Diabetes mellitus;Esophagus tumor;Ischemic heart disease;Brain tumor;Nasopharyngeal carcinoma;Liver tumor;Pancreas tumor;Lung tumor;Psoriasis;Bladder tumor;Esophageal disease;Mesothelioma;Atherosclerosis;Multiple myeloma;Bacterial infection;Uterine cervix tumor;Nasopharynx tumor;Carcinoma;Restenosis;Stomach tumor;Thyroid tumor;Small-cell lung cancer;Renal disease;Nervous system tumor;Hepatobiliary system tumor;Breast tumor;Head and neck tumor;Ovary tumor;Prostate tumor;Renal tumor;Solid tumor;Colon tumor;Glioma;Cancer;Non-small-cell lung cancer;Metastasis;Renal cell carcinoma;Glioblastoma;Colorectal tumor;Neoplasm;Sarcoma;Hypercholesterolemia,,,,"
"
2b3k_v,3,2.672,0.8905,0.229246,0,2,1,0,0,0,Methionine aminopeptidase 1,HYDROLASE,AMPM1_HUMAN,Removes the amino-terminal methionine from nascent proteins (By similarity).,NONE,NONE,,,,"
"
3fzk_v,4,3.538,0.8846,2.31309,2,2,0,0,0,0,Heat shock cognate 71 kDa protein,NONE,P11142,"Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation (PubMed:21150129, PubMed:21148293, PubMed:24732912, PubMed:27916661, PubMed:23018488). This is achieved through cycles of ATP binding, ATP hydrolysis and ADP release, mediated by co-chaperones (PubMed:21150129, PubMed:21148293, PubMed:24732912, PubMed:27916661, PubMed:23018488). The co-chaperones have been shown to not only regulate different steps of the ATPase cycle of HSP70, but they also have an individual specificity such that one co-chaperone may promote folding of a substrate while another may promote degradation (PubMed:21150129, PubMed:21148293, PubMed:24732912, PubMed:27916661, PubMed:23018488). The affinity of HSP70 for polypeptides is regulated by its nucleotide bound state. In the ATP-bound form, it has a low affinity for substrate proteins. However, upon hydrolysis of the ATP to ADP, it undergoes a conformational change that increases its affinity for substrate proteins. HSP70 goes through repeated cycles of ATP hydrolysis and nucleotide exchange, which permits cycles of substrate binding and release. The HSP70-associated co-chaperones are of three types: J-domain co-chaperones HSP40s (stimulate ATPase hydrolysis by HSP70), the nucleotide exchange factors (NEF) such as BAG1/2/3 (facilitate conversion of HSP70 from the ADP-bound to the ATP-bound state thereby promoting substrate release), and the TPR domain chaperones such as HOPX and STUB1 (PubMed:24318877, PubMed:27474739, PubMed:24121476, PubMed:26865365). Acts as a repressor of transcriptional activation. Inhibits the transcriptional coactivator activity of CITED1 on Smad-mediated transcription. Component of the PRP19-CDC5L complex that forms an integral part of the spliceosome and is required for activating pre-mRNA splicing. May have a scaffolding role in the spliceosome assembly as it contacts all other components of the core complex. Binds bacterial lipopolysaccharide (LPS) and mediates LPS-induced inflammatory response, including TNF secretion by monocytes (PubMed:10722728, PubMed:11276205). Participates in the ER-associated degradation (ERAD) quality control pathway in conjunction with J domain-containing co-chaperones and the E3 ligase STUB1 (PubMed:23990462).",NONE,NONE,,,,"
"
1m9z_v,3,2.634,0.878,-0.0218622,0,1,2,0,0,0,TGF-beta receptor type-2,HORMONE/GROWTH FACTOR,TGFR2_HUMAN,"On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional","Defects in TGFBR2 are the cause of hereditary non- polyposis colorectal cancer type 6 (HNPCC6) [MIM:190182]. Mutations in more than one gene locus can be involved alone or in combination in the production of the HNPCC phenotype (also called Lynch syndrome). Most families with clinically recognized HNPCC have mutations in either MLH1 or MSH2 genes. HNPCC is an autosomal, dominantly inherited disease associated with marked increase in cancer susceptibility. It is characterized by a familial predisposition to early onset colorectal carcinoma (CRC) and extra-colonic cancers of the gastrointestinal, urological and female reproductive tracts. HNPCC is reported to be the most common form of inherited colorectal cancer in the Western world, and accounts for 15% of all colon cancers. Cancers in HNPCC originate within benign neoplastic polyps termed adenomas. Clinically, HNPCC is often divided into two subgroups. Type I: hereditary predisposition to colorectal cancer, a young age of onset, and carcinoma observed in the proximal colon. Type II: patients have an increased risk for cancers in certain tissues such as the uterus, ovary, breast, stomach, small intestine, skin, and larynx in addition to the colon. Diagnosis of classical HNPCC is based on the Amsterdam criteria: 3 or more relatives affected by colorectal cancer, one a first degree relative of the other two; 2 or more generation affected; 1 or more colorectal cancers presenting before 50 years of age; exclusion of hereditary polyposis syndromes. The term suspected HNPCC or incomplete HNPCC can be used to describe families who do not or only partially fulfill the Amsterdam criteria, but in whom a genetic basis for colon cancer is strongly suspected. HNPCC6 is a type of colorectal cancer complying with the clinical criteria of HNPCC, except that the onset of cancer was beyond 50 years of age in all cases.;Defects in TGFBR2 are a cause of esophageal cancer [MIM:133239].;Defects in TGFBR2 are the cause of Loeys-Dietz syndrome type 1B (LDS1B) [MIM:610168]. LDS1 is an aortic aneurysm syndrome with widespread systemic involvement. The disorder is characterized by arterial tortuosity and aneurysms, craniosynostosis, hypertelorism, and bifid uvula or cleft palate. Other findings include exotropy, micrognathia and retrognathia, structural brain abnormalities, intellectual deficit, congenital heart disease, translucent skin, joint hyperlaxity and aneurysm with dissection throughout the arterial tree.;Defects in TGFBR2 are the cause of Loeys-Dietz syndrome type 2B (LDS2B) [MIM:610380]; formerly Marfan syndrome type 2. LDS2 is an aortic aneurysm syndrome with widespread systemic involvement. Physical findings include prominent joint laxity, easy bruising, wide and atrophic scars, velvety and translucent skin with easily visible veins, spontaneous rupture of the spleen or bowel, diffuse arterial aneurysms and dissections, and catastrophic complications of pregnancy, including rupture of the gravid uterus and the arteries, either during pregnancy or in the immediate postpartum period. LDS2 is characterized by the absence of craniofacial abnormalities with the exception of bifid uvula that can be present in some patients.;Defects in TGFBR2 are the cause of aortic aneurysm familial thoracic type 3 (AAT3) [MIM:610380]. Aneurysms and dissections of the aorta usually result from degenerative changes in the aortic wall. Thoracic aortic aneurysms and dissections are primarily associated with a characteristic histologic appearance known as medial necrosis or Erdheim cystic medial necrosis in which there is degeneration and fragmentation of elastic fibers, loss of smooth muscle cells, and an accumulation of basophilic ground substance. AAT3 is an autosomal dominant disorder with reduced penetrance and variable expression.",NONE,,,,"
"
1pq9_v,3,2.623,0.8744,-0.0881607,1,2,0,0,0,0,Oxysterols receptor LXR-beta,TRANSCRIPTION REGULATION,NR1H2_HUMAN,Orphan receptor. Binds preferentially to double-stranded oligonucleotide direct repeats having the consensus half-site sequence 5-AGGTCA-3 and 4-nt spacing (DR-4).,NONE,Lipid metabolism disorder;Atherosclerosis,,,,"
"
2w1d_v,3,2.617,0.8722,0.33295,1,1,1,0,0,0,Serine/threonine-protein kinase 6,NONE,O14965,Involved in protein kinase activity,NONE,NONE,,,,"
"
1ogs_v,3,2.582,0.8607,-0.180026,0,3,0,0,0,0,Glucosylceramidase,HYDROLASE,GLCM_HUMAN,NONE,"Defects in GBA are the cause of Gaucher disease (GD) [MIM:230800]; also known as glucocerebrosidase deficiency. GD is the most prevalent lysosomal storage disease, characterized by accumulation of glucosylceramide in the reticulo-endothelial system. Different clinical forms are recognized depending on the presence (neuronopathic forms) or absence of central nervous system involvement, severity and age of onset.;Defects in GBA are the cause of Gaucher disease type 1 (GD1) [MIM:230800]; also known as adult non-neuronopathic Gaucher disease. GD1 is characterized by hepatosplenomegaly with consequent anemia and thrombopenia, and bone involvement. The central nervous system is not involved.;Defects in GBA are the cause of Gaucher disease type 2 (GD2) [MIM:230900]; also known as acute neuronopathic. GD2 is the most severe form and is universally progressive and fatal. It manifests soon after birth, with death generally occurring before patients reach two years of age.;Defects in GBA are the cause of Gaucher disease type 3 (GD3) [MIM:231000]; also known as subacute neuronopathic. GD3 has central nervous manifestations.;Defects in GBA are the cause of Gaucher disease type 3C [MIM:231005]; also known as pseudo-Gaucher disease or Gaucher-like disease.;Defects in GBA are the cause of perinatal lethal Gaucher disease [MIM:608013]. It is a distinct form of Gaucher disease type 2, characterized by fetal onset. Hydrops fetalis, in utero fetal death and neonatal distress are prominent features. When hydrops is absent, neurologic involvement begins in the first week and leads to death within 3 months. Hepatosplenomegaly is a major sign, and is associated with ichthyosis, arthrogryposis, and facial dysmorphism.;Perinatal lethal Gaucher disease is associated with non- immune hydrops fetalis [MIM:236750]. Hydrops fetalis is a generalized edema of the fetus with fluid accumulation in the body cavities.;Defects in GBA may be a risk factor in the development of Parkinson disease (PD) [MIM:168600]. Simultaneous occurrence of Parkinson disease and Gaucher disease is marked by atypical parkinsonism generally presenting by the fourth through sixth decades of life. The combination progresses inexorably and is refractory to conventional anti-Parkinson therapy.",Gaucher disease,,,,"
"
